2016-03-01-00-28-12.492	-60	ANNOTATOR	INFO	action	open
2016-03-01-00-29-13.840	-60	ANNOTATOR	segment-labeling	35	continued
2016-03-01-00-29-15.065	-60	ANNOTATOR	segment-labeling	36	continued
2016-03-01-00-29-17.027	-60	ANNOTATOR	segment-labeling	37	nounit
2016-03-01-00-29-18.928	-60	ANNOTATOR	segment-labeling	34	continued
2016-03-01-00-29-26.366	-60	ANNOTATOR	segment-labeling	37	continued
2016-03-01-00-29-26.372	-60	ANNOTATOR	segment-labeling	38	continued
2016-03-01-00-29-26.374	-60	ANNOTATOR	segment-labeling	37	continued
2016-03-01-00-29-26.379	-60	ANNOTATOR	segment-labeling	38	continued
2016-03-01-00-29-28.493	-60	ANNOTATOR	segment-labeling	39	continued
2016-03-01-00-29-30.099	-60	ANNOTATOR	segment-labeling	40	continued
2016-03-01-00-29-31.252	-60	ANNOTATOR	segment-labeling	41	continued
2016-03-01-00-29-33.299	-60	ANNOTATOR	segment-labeling	42	nounit
2016-03-01-00-29-34.544	-60	ANNOTATOR	segment-labeling	43	continued
2016-03-01-00-29-38.438	-60	ANNOTATOR	segment-labeling	43	nounit
2016-03-01-00-29-39.578	-60	ANNOTATOR	segment-labeling	44	continued
2016-03-01-00-29-40.768	-60	ANNOTATOR	segment-labeling	45	continued
2016-03-01-00-29-42.214	-60	ANNOTATOR	segment-labeling	46	testimony
2016-03-01-00-29-44.262	-60	ANNOTATOR	segment-labeling	47	assumption
2016-03-01-00-29-48.469	-60	ANNOTATOR	segment-labeling	48	assumption
2016-03-01-00-29-50.879	-60	ANNOTATOR	segment-labeling	49	continued
2016-03-01-00-29-52.317	-60	ANNOTATOR	segment-labeling	50	assumption
2016-03-01-00-29-54.704	-60	ANNOTATOR	segment-labeling	51	continued
2016-03-01-00-29-55.911	-60	ANNOTATOR	segment-labeling	52	continued
2016-03-01-00-29-57.139	-60	ANNOTATOR	segment-labeling	53	continued
2016-03-01-00-29-58.371	-60	ANNOTATOR	segment-labeling	54	assumption
2016-03-01-00-30-11.019	-60	ANNOTATOR	segment-labeling	54	nounit
2016-03-01-00-30-16.477	-60	ANNOTATOR	segment-labeling	55	continued
2016-03-01-00-30-19.335	-60	ANNOTATOR	segment-labeling	54	assumption
2016-03-01-00-30-24.797	-60	ANNOTATOR	segment-labeling	55	continued
2016-03-01-00-30-29.260	-60	ANNOTATOR	segment-labeling	56	statistics
2016-03-01-00-30-35.942	-60	ANNOTATOR	segment-labeling	56	testimony
2016-03-01-00-30-37.693	-60	ANNOTATOR	segment-labeling	57	continued
2016-03-01-00-30-38.851	-60	ANNOTATOR	segment-labeling	58	continued
2016-03-01-00-30-40.848	-60	ANNOTATOR	segment-labeling	59	assumption
2016-03-01-00-30-41.703	-60	ANNOTATOR	segment-labeling	60	continued
2016-03-01-00-30-42.410	-60	ANNOTATOR	segment-labeling	61	continued
2016-03-01-00-30-44.390	-60	ANNOTATOR	segment-labeling	62	continued
2016-03-01-00-30-45.190	-60	ANNOTATOR	segment-labeling	63	continued
2016-03-01-00-30-46.320	-60	ANNOTATOR	segment-labeling	64	continued
2016-03-01-00-30-47.325	-60	ANNOTATOR	segment-labeling	65	assumption
2016-03-01-00-30-49.513	-60	ANNOTATOR	segment-labeling	66	assumption
2016-03-01-00-30-51.811	-60	ANNOTATOR	segment-labeling	67	nounit
2016-03-01-00-30-52.653	-60	ANNOTATOR	segment-labeling	68	continued
2016-03-01-00-30-53.910	-60	ANNOTATOR	segment-labeling	69	continued
2016-03-01-00-30-54.828	-60	ANNOTATOR	segment-labeling	70	continued
2016-03-01-00-30-56.006	-60	ANNOTATOR	segment-labeling	71	continued
2016-03-01-00-30-57.417	-60	ANNOTATOR	segment-labeling	72	assumption
2016-03-01-00-30-58.678	-60	ANNOTATOR	segment-labeling	73	continued
2016-03-01-00-30-59.687	-60	ANNOTATOR	segment-labeling	74	continued
2016-03-01-00-31-01.459	-60	ANNOTATOR	segment-labeling	75	continued
2016-03-01-00-31-02.576	-60	ANNOTATOR	segment-labeling	76	continued
2016-03-01-00-31-03.936	-60	ANNOTATOR	segment-labeling	77	continued
2016-03-01-00-31-04.982	-60	ANNOTATOR	segment-labeling	78	continued
2016-03-01-00-31-06.640	-60	ANNOTATOR	segment-labeling	79	continued
2016-03-01-00-31-07.508	-60	ANNOTATOR	segment-labeling	80	continued
2016-03-01-00-31-08.694	-60	ANNOTATOR	segment-labeling	81	assumption
2016-03-01-00-31-10.903	-60	ANNOTATOR	segment-labeling	82	continued
2016-03-01-00-31-11.721	-60	ANNOTATOR	segment-labeling	83	continued
2016-03-01-00-31-13.689	-60	ANNOTATOR	segment-labeling	84	assumption
2016-03-01-00-31-15.737	-60	ANNOTATOR	segment-labeling	85	continued
2016-03-01-00-31-16.822	-60	ANNOTATOR	segment-labeling	86	continued
2016-03-01-00-31-24.334	-60	ANNOTATOR	segment-labeling	87	continued
2016-03-01-00-31-26.081	-60	ANNOTATOR	segment-labeling	88	continued
2016-03-01-00-31-31.408	-60	ANNOTATOR	segment-labeling	89	assumption
2016-03-01-00-31-32.630	-60	ANNOTATOR	segment-labeling	90	continued
2016-03-01-00-31-33.709	-60	ANNOTATOR	segment-labeling	91	assumption
2016-03-01-00-31-34.471	-60	ANNOTATOR	segment-labeling	92	continued
2016-03-01-00-31-35.728	-60	ANNOTATOR	segment-labeling	93	assumption
2016-03-01-00-31-38.403	-60	ANNOTATOR	segment-labeling	94	continued
2016-03-01-00-31-39.843	-60	ANNOTATOR	segment-labeling	95	continued
2016-03-01-00-31-41.286	-60	ANNOTATOR	segment-labeling	96	continued
2016-03-01-00-31-42.608	-60	ANNOTATOR	segment-labeling	97	assumption
2016-03-01-00-31-46.016	-60	ANNOTATOR	segment-labeling	98	continued
2016-03-01-00-31-47.569	-60	ANNOTATOR	segment-labeling	99	continued
2016-03-01-00-31-50.535	-60	ANNOTATOR	segment-labeling	100	continued
2016-03-01-00-31-57.962	-60	ANNOTATOR	segment-labeling	104	assumption
2016-03-01-00-31-59.783	-60	ANNOTATOR	segment-labeling	101	continued
2016-03-01-00-32-01.758	-60	ANNOTATOR	segment-labeling	102	continued
2016-03-01-00-32-02.404	-60	ANNOTATOR	segment-labeling	103	continued
2016-03-01-00-32-05.002	-60	ANNOTATOR	segment-labeling	105	assumption
2016-03-01-00-32-07.268	-60	ANNOTATOR	segment-labeling	106	continued
2016-03-01-00-32-08.836	-60	ANNOTATOR	segment-labeling	107	assumption
2016-03-01-00-32-09.738	-60	ANNOTATOR	segment-labeling	108	continued
2016-03-01-00-32-12.456	-60	ANNOTATOR	segment-labeling	109	assumption
2016-03-01-00-32-13.803	-60	ANNOTATOR	segment-labeling	110	continued
2016-03-01-00-32-15.012	-60	ANNOTATOR	segment-labeling	111	continued
2016-03-01-00-32-17.063	-60	ANNOTATOR	segment-labeling	112	assumption
2016-03-01-00-32-19.645	-60	ANNOTATOR	segment-labeling	113	continued
2016-03-01-00-32-21.690	-60	ANNOTATOR	segment-labeling	114	assumption
2016-03-01-00-32-34.417	-60	ANNOTATOR	segment-labeling	115	assumption
2016-03-01-00-32-36.979	-60	ANNOTATOR	segment-labeling	116	assumption
2016-03-01-00-32-37.816	-60	ANNOTATOR	segment-labeling	117	continued
2016-03-01-00-32-46.862	-60	ANNOTATOR	segment-labeling	117	nounit
2016-03-01-00-32-56.900	-60	ANNOTATOR	segment-labeling	118	assumption
2016-03-01-00-32-59.076	-60	ANNOTATOR	segment-labeling	119	assumption
2016-03-01-00-33-06.707	-60	ANNOTATOR	segment-labeling	120	assumption
2016-03-01-00-33-08.689	-60	ANNOTATOR	segment-labeling	121	continued
2016-03-01-00-33-10.237	-60	ANNOTATOR	segment-labeling	122	assumption
2016-03-01-00-33-11.443	-60	ANNOTATOR	segment-labeling	123	continued
2016-03-01-00-33-13.939	-60	ANNOTATOR	segment-labeling	124	assumption
2016-03-01-00-33-15.556	-60	ANNOTATOR	segment-labeling	125	continued
2016-03-01-00-33-18.139	-60	ANNOTATOR	segment-labeling	126	continued
2016-03-01-00-33-18.960	-60	ANNOTATOR	segment-labeling	127	continued
2016-03-01-00-33-21.591	-60	ANNOTATOR	segment-labeling	128	testimony
2016-03-01-00-33-24.177	-60	ANNOTATOR	segment-labeling	129	continued
2016-03-01-00-33-30.791	-60	ANNOTATOR	segment-labeling	130	statistics
2016-03-01-00-33-32.033	-60	ANNOTATOR	segment-labeling	131	nounit
2016-03-01-00-33-36.795	-60	ANNOTATOR	segment-labeling	132	continued
2016-03-01-00-33-38.576	-60	ANNOTATOR	segment-labeling	133	continued
2016-03-01-00-33-40.241	-60	ANNOTATOR	segment-labeling	134	testimony
2016-03-01-00-33-47.192	-60	ANNOTATOR	segment-labeling	135	continued
2016-03-01-00-33-50.435	-60	ANNOTATOR	segment-labeling	136	assumption
2016-03-01-00-33-51.662	-60	ANNOTATOR	segment-labeling	137	assumption
2016-03-01-00-33-52.897	-60	ANNOTATOR	segment-labeling	138	continued
2016-03-01-00-33-53.469	-60	ANNOTATOR	segment-labeling	139	continued
2016-03-01-00-33-54.903	-60	ANNOTATOR	segment-labeling	140	assumption
