['GOVERNMENT ORDERS'], 312963
['DEPARTMENT OF NATIONAL REVENUE'], 2978
['PRIVATE BILLS.'], 2946
['SITTING SUSPENDED'], 2928
['EDUCATION'], 2901
["PRIVATE MEMBERS' PUBLIC BILLS"], 2901
['TRANSPORTATION'], 2894
['DEPARTMENT OF MINES AND RESOURCES'], 2838
['DEPARTMENT OF VETERANS AFFAIRS'], 2835
['CANADA SHIPPING ACT'], 2792
['DEPARTMENT OF RAILWAYS AND CANALS'], 2739
['DEPARTMENT OF RECONSTRUCTION AND SUPPLY'], 2716
['IMMIGRATION AND COLONIZATION'], 2644
['QUESTIONS PASSED AS ORDERS FOR RETURNS.'], 2557
['REPRESENTATION IN THE HOUSE OF COMMONS.'], 2549
['HUMAN RIGHTS'], 2427
['EXCISE TAX ACT'], 2412
['DOMINION FRANCHISE ACT.'], 2363
['BRITISH NORTH AMERICA ACT'], 2360
['SHIPPING'], 2336
["PRIVATE MEMBERS' MOTIONS"], 2290
['THE BUDGET.'], 2289
['FOREIGN EXCHANGE CONSERVATION'], 2278
['DEPARTMENT OF MARINE'], 2254
['CRIMINAL CODE AMENDMENT'], 2238
['NORTHERN AFFAIRS'], 2230
['CANADA ELECTIONS ACT'], 2196
['POST OFFICE ACT'], 2183
['COMMONS DEBATES AFTER RECESS'], 2131
['DEPARTMENT OF PENSIONS AND NATIONAL HEALTH'], 2117
['PROVINCIAL GOVERNMENT IN THE NORTHWEST.'], 2110
['JUDGES ACT'], 2103
['DEPARTMENT OF CITIZENSHIP AND IMMIGRATION'], 2097
['CANADIAN CITIZENSHIP'], 2093
['NATIONAL PARKS'], 2064
['PENSION ACT'], 2053
['REDISTRIBUTION BILL'], 2048
['DEPARTMENT OF THE INTERIOR'], 2046
['EMERGENCY POWERS ACT'], 2009
['SUPPLY PUBLIC WORKS'], 1992
['194S'], 1977
['ORAL QUESTIONS'], 1974
['WAYS AND MEANS-THE TARIFF.'], 1963
['PROVISION FOR GUARANTEE OF BANK LOANS TO PRODUCERS IN PRAIRIE PROVINCES, ETC.'], 1954
['PUBLIC WORKS PROGRAM'], 1951
['NATIONAL TRANSCONTINENTAL RAILWAY.'], 1915
['AERONAUTICS ACT'], 1912
["PRIVATE MEMBERS' BUSINESS-PUBLIC BILLS"], 1889
['DOMINION SUCCESSION DUTY ACT'], 1873
['PENSIONS AND NATIONAL HEALTH'], 1856
['DOMINION ELECTIONS ACT AMENDMENT.'], 1855
['PRAIRIE FARM ASSISTANCE'], 1806
['DEPARTMENT OP TRANSPORT'], 1800
['MINES AND RESOURCES'], 1788
['STATEMENTS PURSUANT TO S. O. 31'], 1746
['DEPARTMENT OF THE SECRETARY OF STATE'], 1743
['BANK ACT AMENDMENT'], 1736
['AIRPORTS'], 1720
['NATURAL RESOURCES'], 1699
['COLUMBIA RIVER'], 1695
['IMMIGRATION ACT AMENDMENT'], 1684
["THE GOVERNOR GENERAL'S SPEECH"], 1681
['DEPARTMENT OP NATIONAL DEFENCE'], 1680
['NEWFOUNDLAND'], 1677
['SUPPLY-'], 1674
['RAILWAYS AND CANALS'], 1655
['FARM CREDIT ACT'], 1651
["PRIVATE MEMBERS' BUSINESS-MOTIONS"], 1644
['HEALTH INSURANCE'], 1632
['193S'], 1628
['CONTINUATION OF DEBATE ON ADDRESS IN REPLY'], 1620
['OLD AGE SECURITY ACT AMENDMENT'], 1588
['GRAND TRUNK PACIFIC RAILWAY.'], 1587
['POSTAL SERVICE'], 1581
['GRAND TRUNK RAILWAY SYSTEM.'], 1576
['RADIO BROADCASTING'], 1569
['DEPARTMENT OF MINES AND TECHNICAL SURVEYS'], 1563
['Speech From The Throne'], 1554
['POST OFFICE'], 1547
['PENITENTIARIES'], 1545
['ATOMIC ENERGY'], 1541
['INQUIRY OF THE MINISTRY'], 1539
['WATER RESOURCES'], 1531
['NATIONAL SECURITY'], 1525
['MAINTENANCE OF RAILWAY OPERATION ACT'], 1518
['PENSION ACT AMENDMENT'], 1516
['SUPPLY BILL.'], 1490
['CANADIAN NATIONAL-CANADIAN PACIFIC RAILWAY BILL'], 1487
['DOMINION ELECTIONS ACT'], 1485
['DEPARTMENT OP PUBLIC WORKS'], 1482
['NATIONAL FILM BOARD'], 1479
["THE GOVERNOR GENERAL'S SPEECH."], 1472
['EXPORT CREDITS INSURANCE ACT'], 1465
['TRADE AGREEMENT BETWEEN CANADA AND THE UNITED KINGDOM'], 1436
['CUSTOMS ACT AMENDMENT'], 1424
['RAILWAY ACT'], 1395
['THE WAR'], 1384
['OLD AGE SECURITY'], 1380
['CANADA GRAIN ACT'], 1368
['CANADIAN WHEAT BOARD'], 1366
['CANADIAN FARM LOAN ACT'], 1351
['POLLUTION'], 1341
['STARRED QUESTIONS'], 1333
['RAILWAY ACT AMENDMENT.'], 1331
['MOBILIZATION ACT'], 1315
['BRIDGES'], 1315
['NATIONAL DEFENCE ACT AMENDMENT'], 1306
['COMMITTEES OF THE HOUSE'], 1304
['TAXATION'], 1296
['DEPARTMENT OF NATIONAL DEFENCE FOR AIR'], 1293
['PUBLIC ACCOUNTS'], 1290
['IMMIGRATION ACT'], 1283
['THE MINISTRY'], 1281
['WAR APPROPRIATION'], 1278
['PIPE LINES'], 1277
['INDIAN ACT'], 1270
['RAILWAY ACT, 1903.'], 1269
['PRIVATE BILL'], 1260
['INTERIM SUPPLY BILL'], 1260
['TRANSITIONAL MEASURES ACT, 1947 CONTINUATION OF CERTAIN ORDERS AND REGULATIONS'], 1251
['IRRIGATION'], 1250
['WAYS AND MEANS.'], 1245
['CIVIL SERVICE ACT AMENDMENT.'], 1244
['DEPARTMENT OF NATIONAL DEFENCE FOR NAVAL SERVICES'], 1239
['PROCEDURE'], 1234
['SUPPLY-IMMIGRATION.'], 1232
['SUPPLY-TREATY WITH THE UNITED STATES.'], 1228
['HARBOURS'], 1223
['REVISED'], 1214
['BREN MACHINE GUN CONTRACT'], 1214
['SUPPLY-CONCURRENCE.'], 1209
['CONSUMER AFFAIRS'], 1204
['OCEAN SHIPPING RATES'], 1198
['WAR EXPENDITURES'], 1193
['BUSINESS OF THE HOUSE.'], 1180
['PUBLIC BUILDINGS'], 1180
['COMBINES INVESTIGATION ACT-CRIMINAL CODE AMENDMENTS RESPECTING MERGERS, MONOPOLIES, ETC.'], 1177
['EXCESS PROFITS TAX ACT'], 1170
['SOLDIER SETTLEMENT ACT, 1919, AMENDMENT'], 1160
['CUSTOMS ACT'], 1153
['EXCESS PROFITS TAX ACT, 1940'], 1147
['FREIGHT RATES'], 1137
['INQUIRY FOR RETURN'], 1136
['CIVIL SERVICE ACT'], 1135
['SITTING RESUMED'], 1130
['PRAIRIE FARM ASSISTANCE ACT'], 1126
['TRADE AGREEMENTS'], 1125
['PLEBISCITE ACT'], 1122
['DEPARTMENT OP TRADE AND COMMERCE'], 1108
['INDIAN ACT AMENDMENT'], 1105
['BANK OF CANADA ACT'], 1103
['TELEVISION'], 1097
['FOREIGN EXCHANGE CONTROL ACT'], 1092
['EMERGENCY GOLD MINING ASSISTANCE ACT'], 1089
['DOMINION FRANCHISE ACT'], 1087
['AGRICULTURAL PRODUCTS ACT'], 1084
['THE SENATE'], 1074
['RAILWAY SUBSIDIES.'], 1065
['FARM IMPROVEMENT LOANS ACT'], 1065
['DEPARTMENT OP NATIONAL REVENUE'], 1061
['MANPOWER'], 1061
['ALBERTA NATURAL GAS COMPANY'], 1060
['SUPPLY-INTERCOLONIAL RAILWAY FREIGHT CLERKS, HALIFAX AND ST. JOHN.'], 1053
['SEED GRAIN'], 1048
['AIR CANADA'], 1046
['MARINE AND FISHERIES'], 1044
["THE GOVERNOR GENERAL'S SPEECH ADDRESS IN REPLY"], 1041
['REGIONAL ECONOMIC EXPANSION'], 1039
['WAR RISK INSURANCE'], 1034
['DEPARTMENT OP LABOUR'], 1030
['BUSINESS OF SUPPLY'], 1029
['DEPARTMENT OP MARINE'], 1028
['UNITED NATIONS MUTUAL AID'], 1024
['PUBLIC SERVICE SUPERANNUATION ACT'], 1024
['EDITION.'], 1019
['DEPARTMENT OF MARINE AND FISHERIES'], 1018
['SUPPLY-FAST ATLANTIC SERVICE.'], 1017
['FAMILY ALLOWANCES'], 1004
['PROVISION FOR ESTABLISHMENT AND OPERATION, APPOINTMENT OF MEMBERS, ETC.'], 1004
['THE MILITIA ACT.'], 994
['OLD AGE SECURITY ACT'], 987
['POTATOES'], 985
['ANSWERS TO QUESTIONS'], 982
['SUPPLY-MAIL SERVICE AT PICTON.'], 980
['SALT FISH BOARD'], 978
['CANADA ASSISTANCE PLAN'], 978
['CANADIAN COMMERCIAL CORPORATION'], 974
['CANADIAN FORCES ACT'], 974
['SECRETARY OF STATE'], 968
['FARM MACHINERY'], 966
['AGRICULTURAL PRODUCTS'], 965
['BANKRUPTCY ACT AMENDMENT'], 958
["VETERANS' LAND ACT"], 947
['RAILWAY ACT AMENDMENT'], 945
['CANADIAN NATIONAL RAILWAYS-ICE SUPPLY'], 937
['DEPARTMENT OP MINES AND RESOURCES'], 934
['TARIFF BOARD'], 933
['WAYS AND MEANS-RECIPROCAL TRADE WITH THE UNITED STATES.'], 932
['FEDERAL-PROVINCIAL TAX-SHARING ARRANGEMENTS ACT ALTERNATIVE ARRANGEMENTS FOR UNIVERSITY GRANTS  EXTENSION OF INDIVIDUAL INCOME TAX RATE'], 929
['SUPPLY-CANADIAN PACIFIC RAILWAY NEW STOCK.'], 928
['FOOD AND DRUGS ACT'], 925
['BANK ACT'], 919
['UNITED CHURCH OF CANADA'], 916
['STATEMENTS PURSUANT TO S. O. 21'], 897
['IS, 1932'], 896
['ANIMAL CONTAGIOUS DISEASES'], 891
['PRIVILEGES AND ELECTIONS'], 890
['GOVERNMENT COMPANIES'], 890
['SOLDIER SETTLEMENT ACT'], 889
['CANADIAN CONSTITUTION'], 888
['IS, 1947'], 881
['BUREAU FOR TRANSLATIONS'], 880
['DEFENCE PRODUCTION'], 878
['BOUNDARY PIPELINE CORPORATION'], 869
['TAXATION OF PROFITS.'], 867
['CUSTOMS INQUIRY'], 866
['NATIONAL REVENUE'], 855
['COMMONS AFTER RECESS'], 853
['MONTREAL HARBOUR COMMISSION'], 847
['EMPLOYMENT COMMISSION'], 840
['CAPE BRETON DEVELOPMENT CORPORATION'], 840
['CANADIAN PACIFIC STEAMSHIPS'], 837
['IMMIGRATION ACT AMENDMENT.'], 833
['DEPARTMENT OP FISHERIES'], 825
["ADDRESS IN ANSWER TO HIS EXCELLENCY'S SPEECH."], 824
['ATLANTIC DEVELOPMENT BOARD'], 822
['DOMINION ELECTIONS ACT-AMENDMENT.'], 821
['CANADIAN CITIZENSHIP ACT'], 817
['SUPPLY-THE PROVINCIAL ELECTIONS.'], 814
["SUPPLY-ST. PETER'S INDIAN RESERVE."], 811
['WAR VETERANS ALLOWANCE ACT'], 810
['COMMITTEE OF WAYS AND MEANS'], 806
['MANITOBA GRAIN ACT AMENDMENT.'], 805
['SUPPLY-THE ROSS RIFLE.'], 805
['IMPERIAL CONFERENCE'], 805
['MILITIA ACT'], 804
['CANADIAN FORCES'], 804
['VOCATIONAL TRAINING'], 802
['OFFICIAL REPORT'], 800
['PRAIRIE FARM REHABILITATION'], 800
['&quot;QUESTIONS PASSED AS ORDERS FOR RETURNS&quot;'], 798
['&quot;MUSICOLOGIST&quot;'], 794
['INTERIM SUPPLY BILL.'], 793
["COM'MONS"], 792
['MUNSINGER INVESTIGATION-MOTION FOR JUDICIAL INQUIRY'], 792
['GRAND TRUNK PACIFIC LOAN.'], 789
['FAMILY ALLOWANCES ACT'], 786
['DEPARTMENT OF NATIONAL DEFENCE (ARMY)'], 781
['GOVERNMENT ORGANIZATION'], 780
['SUPPLY-RESIGNATION OF LT.-COL. GREGORY.'], 775
['PRIVILEGE-MR. CAHAN'], 773
['CANADIAN CENTENNIAL'], 773
['SUPPLY-SIMCOE POSTMASTERSHIP'], 770
['LEGISLATION'], 767
['DEPARTMENT OF RESOURCES AND DEVELOPMENT'], 767
['HUDSON BAY RAILWAY'], 766
['NORTHWEST TERRITORIES ACT'], 764
['II, 1951'], 762
['SUPPLY OP AMMUNITION.'], 760
['PRIVY COUNCIL'], 755
['CIVIL SERVICE'], 752
['WAR SERVICE GRATUITIES'], 745
['INSPECTION AND SALE OF SEEDS.'], 743
['SUPPLY-OIL AND GAS RIGHTS IN WESTERN CANADA'], 742
['PRISONERS OF WAR'], 742
['DEPARTMENT OF IMMIGRATION AND COLONIZATION'], 741
['SUPPLY-THE TREADGOLD CONCESSION.'], 739
['LOAN OF $750,000,000 TO MEET LOANS OR OBLIGATIONS, TO PURCHASE UNMATURED SECURITIES, AND FOR GENERAL PURPOSES'], 738
["PRIVATE MEMBERS' MOTIONS FOR PAPERS"], 732
['DEPARTMENT OP NATIONAL HEALTH AND WELFARE'], 731
['DEFENCE APPROPRIATION ACT'], 727
['CIVIL SERVICE SUPERANNUATION'], 723
['THE GRAIN ACT.'], 721
['NATURALIZATION ACT AMENDMENT'], 720
['RULES OF THE HOUSE'], 719
['PUBLIC WORKS DEPARTMENT'], 716
['SOCIAL SECURITY'], 716
['CONSTITUTION OF CROWN COMPANY TO CONSTRUCT PIPE LINE, MAKE SHORT-TERM LOANS, ETC.'], 716
["SOLDIERS' VOTING BILL."], 715
['SHELL CONTRACTS.'], 714
['RESEARCH'], 714
['SOLDIER SETTLEMENT ACT AMENDMENT'], 712
['IN COMMITTEE OF SUPPLY.'], 710
['CORPORATIONS AND LABOUR UNIONS'], 708
['PRINCE EDWARD ISLAND'], 703
['SUPPLY-INTERNATIONAL WATERWAYS COMMISSION.'], 701
['CANADA COUNCIL'], 701
['CANADIAN NATIONAL RAILWAY COMPANY.'], 697
['INQUIRY FOR RETURNS'], 696
['CANADIAN ARMED FORCES'], 696
['FEDERATED CO-OPERATIVES OF SASKATCHEWAN- SUPPLY OF STEEL RODS'], 695
['CANADIAN NORTHERN RAILWAY AGREEMENT.'], 692
['WEIGHTS AND MEASURES ACT'], 684
['PRODUCTIVITY COUNCIL'], 684
['190S'], 681
['FLOOD CONDITIONS'], 678
['RADIO BROADCASTING ACT'], 677
['SUPPLY-WANDERING DOUKHOBORS.'], 676
['R1VI8ED EDITION COMMONS'], 674
['COMMONWEALTH RELATIONS'], 674
['BORDER PIPELINE CORPORATION'], 674
['SUPPLY-THE GENERAL OFFICER COMMANDING.'], 673
['SUPPLY-ATLANTIC AND LAKE SUPERIOR RAILWAY.'], 670
['SUPPLY-ME. C. E. DEVLIN.'], 669
['DIVORCE'], 669
['LIVESTOCK'], 669
['SUPPLY-REQUIREMENTS OF BRITISH COLUMBIA.'], 667
['AMENDMENT TO FORBID THE FIXING OF SPECIFIC OR MINIMUM RESALE PRICES'], 665
['CANADIAN PACIFIC RAILWAY'], 660
['CORPORATE AND CONSUMER AFFAIRS'], 660
['EXTERNAL AID'], 655
['THE PUBLIC SERVICE'], 653
['INCOME WAR TAX ACT AMENDMENT'], 651
['PUBLIC WORKS CONSTRUCTION ACT'], 651
['FEDERAL-PROVINCIAL TAX-SHARING ARRANGEMENTS ACT FURTHER EXTENSION OF INCOME TAX RATE'], 650
['SUPPLY-ROYAL MINT.'], 649
['COMMUNICATIONS'], 646
['REINFORCEMENTS-STATEMENT OF THE MINISTER OF NATIONAL DEFENCE'], 645
['CUMMONS'], 644
['MOTION RESPECTING HOUSE VOTE ON BILL C-193'], 644
['PIPE LINES ACT'], 643
['SUPPLY-MURDER AT WOLSELEY BARRACKS, LONDON.'], 642
['SUPPLY-THE RICHIBUCTO WHARF.'], 641
['BUDGETARY PROPOSALS'], 641
["SUPPLY-MEW BRUNSWICK-'UNEMPLOYMENT RELIEF"], 639
['INTERNATIONAL RIVERS'], 639
['RECONSTRUCTION AND SUPPLY'], 637
['SUPPLY-IRON AND STEEL INDUSTRY.'], 636
['REFERENCE OF ITEMS IN ESTIMATES TO COMMITTEE OF SUPPLY'], 634
['PROVINCIAL AUTONOMY IN THE NORTHWEST.'], 632
['DEFENCE EXPENDITURE'], 632
['SUPPLY-PURCHASE OF MILITIA CAMP AT KENTV1LLE, N.S.'], 631
['EXCISE ACT AMENDMENT'], 631
['SUPPLY-THE CHARLES A. BULL PRODUCE COMPANY.'], 630
['QUESTIONS AS TO FINAL PAYMENT ON FIVE-YEAR POOL'], 629
['SUPPLY-CANAUIAN NATURALIZATION.'], 628
['QUEBEC CITY WATER SUPPLY'], 628
['COMBINES'], 623
['CANADA EVIDENCE ACT'], 622
['DEPARTMENT OF INDUSTRY'], 622
['ROYAL CANADIAN AIR FORCE'], 618
['SUPPLY-SHIPPING AT COLLIERIES.'], 616
['MEASURE TO PROVIDE CASH ADVANCES ON FARM-STORED GRAIN'], 616
['SUPPLY-THE INDIAN DEPARTMENT.'], 614
['PUBLIC WORKS-HARBOURS AND RIVERS'], 613
["FARMERS' CREDITORS ARRANGEMENT ACT"], 613
['WAYS AND MEANS-SUPPLY BILL.'], 612
['INQUIRIES OF THE MINISTRY'], 604
['INLAND WATER FREIGHT RATES'], 602
['SUPPLY-THE BUDGET.'], 599
['NATIONAL DEFENCE ACT'], 599
['MOTION FOR PAPERS'], 596
['QUESTIONS OUTSTANDING-FRANCHISE BILL.'], 594
['ANNUAL FINANCIAL STATEMENT OF THE MINISTER OF FINANCE'], 593
['QUESTION OF PRIVILEGE.'], 591
['THE NATIONAL TRANSCONTINENTAL RAILWAY.'], 591
['SUPPLY-FISH TRAPS'], 590
['SUPPLY-ACCOMMODATION FOR IMMIGRANTS.'], 589
['RAILWAYS AND SHIPPING'], 589
['SUPPLY-CANADIAN CURRENCY STATEMENT OF MR. COOTE ON MOTION OF MINISTER OF FINANCE'], 587
['TREATY WITH BELGIUM'], 583
['JUDGES ACT AMENDMENT'], 582
['STATUTE LAW AMENDMENT'], 581
['NAVAL FORCES OF THE EMPIRE.'], 580
['CANADIAN LIVESTOCK FEED BOARD'], 576
['SUPPLY-FREE TRANSPORTATION OF HAY ON I.C.R.'], 575
['COMBINES, MONOPOLIES, TRUSTS AND MERGERS'], 574
['CANADIAN NATIONAL-CAN ADI AN PACIFIC RAILWAY BILL'], 573
['THE RAILWAY ACT, 1903.'], 570
['SUPPLY-PROC EDURE RESUMING ON THURSDAY OR FRIDAY DEBATE ON AMENDMENT'], 570
["FARMERS' CREDITORS"], 570
['TRANS MOUNTAIN OIL PIPE LINE COMPANY'], 570
['GOLD MINING'], 569
['FOREIGN EXCHANGE CONTROL'], 568
['SUPPLY-REPARATIONS CLAIMS'], 567
['DOMINION-PROVINCIAL RELATIONS AGREEMENTS RESPECTING TAX COLLECTION, ANNUAL GRANTS, ETC.'], 567
['DEPARTMENT OF SECRETARY OF STATE FOR EXTERNAL AFFAIRS'], 566
['ALBERTA NATURAL RESOURCES'], 565
['SUPREME COURT ACT'], 564
['IRRIGATION-SOUTH SASKATCHEWAN RIVER DAM'], 562
['COOPERATIVE COMMONWEALTH'], 561
['DEPARTMENT OP JUSTICE'], 560
['INDUSTRIAL DEVELOPMENT BANK'], 560
['HIGHWAYS'], 560
['DOMINION COMPANIES ACT'], 559
['ELECTORAL BOUNDARIES READJUSTMENT ACT'], 559
['BRETTON WOODS AGREEMENTS'], 557
['NATIONAL HOUSING'], 557
['C.N.R. C.P.R.'], 555
['NAVAL SERVICES'], 554
['CITIZENSHIP AND IMMIGRATION'], 553
['REQUEST FOR HOUSE OF COMMONS SOFTBALL TEAM SCHEDULE'], 553
['SUPPLY-SOUTH AFRICAN MEDALS.'], 551
['CROP INSURANCE'], 550
['APPOINTMENT OF SPECIAL COMMITTEE TO INQUIRE INTO PRICE INCREASES AND MATTERS PERTAINING THERETO'], 549
['QUEBEC HARBOUR COMMISSION'], 547
['SUPPLY-UNEMPLOYMENT'], 547
['OLEOMARGARINE'], 545
['TRANSPORT COMMISSION'], 541
['SPECIAL WAR REVENUE ACT AMENDMENT'], 538
['OLD AGE PENSIONS ACT'], 538
['SOLDIER SETTLEMENT'], 536
['NATIONAL ENERGY BOARD'], 536
['FRENCH TREATY'], 534
['SURPLUS CROWN ASSETS'], 534
['URANIUM'], 533
['COMMOXS'], 531
['SUPPLY-IMPERIAL AND FOREIGN RELATIONS'], 531
['NATIONAL ECONOMIC DEVELOPMENT BOARD'], 531
['SUPPLY.-'], 530
['PROVISION FOR CONSIDERATION OF ESTIMATES AND ALLOCATION OF TIME'], 530
["FARMERS' CREDITORS ACT"], 528
['MUNICIPAL GRANTS ACT'], 528
['COMPANIES ACT AMENDMENT'], 527
['SUPPLY-NOTICE OF MOTION.'], 524
['SUPPLY-TAX COLLECTIONS PROPOSED INQUIRY BY PUBLIC ACCOUNTS COMMITTEE'], 524
['NATIONAL WAR SERVICES'], 524
['CANADA-UNITED STATES TRADE AGREEMENT'], 523
['SUPPLY-THE BUDGET-INQUIRY.'], 522
['SUPPLY-APPOINTMENT OF JUDGES IN QUEBEC.'], 520
['SOREL WHARF-TIMBER SUPPLY.'], 520
['SUPPLY-VALLEYFIELD RIOTS.'], 519
['SUPPLY-TIME OF MEETING OF PARLIAMENT'], 517
['DEPARTMENT OF NATIONAL WAR SERVICES'], 511
['PRAIRIE FARM REHABILITATION ACT'], 510
['IS, 1952'], 510
['SUPPLY-GOVERNMENT RAILWAY POLICY.'], 509
['SUPPLY-IMMIGRATION OF PAUPER CHILDREN.'], 508
['CANADIAN COMMONWEALTH FLAG'], 508
['QUESTIONS. , CUSTOMS DEPARTMENT SALARIES.'], 507
['SUPPLY-REVIEW OF FINANCIAL'], 507
['SUPPLY-INQUIRY FOR RETURNS.'], 507
['STATEMENTS PURSUANT TO S.O. 22'], 506
['SECOND READINGS'], 505
['IS, 1933'], 505
['TRADE AND INDUSTRY COMMISSION'], 504
['SUPPLY-CORONATION OATH STATEMENT OF MR. CHURCH ON MOTION OF MINISTER OF FINANCE'], 504
['LOAN TO UNITED KINGDOM'], 503
['THE PEACE TREATY.'], 502
['DRAWBACKS ON RAW MATERIALS IN THE UNITED STATES TARIFF-SUPPLY.'], 501
['NATIONAL TRANSCONTINENTAL RAILWAY ACT AMENDMENT.'], 498
['MUNICIPAL IMPROVEMENTS'], 498
['SUPPLY-THE CIVIL SERVICE SYSTEM.'], 497
['ELIMINATION OF POVERTY-AMENDMENT OF MR. BLACKMORE AND SUBAMENDMENT OF MR. BENNETT'], 497
['R. N. GODIN,'], 496
['PEACE RIVER ELECTION'], 496
['NATIONAL PARKS ACT'], 496
['THE CENSUS'], 496
['FINANCIAL ADMINISTRATION ACT'], 495
['DEPARTMENT OP PUBLIC WORKS-HARBOURS AND RIVERS-NOVA SCOTIA'], 493
['C.N.R.-C.P.R. BUI COMMONS'], 493
['SMALL BUSINESSES LOANS ACT'], 493
['ROYAL ASSENT'], 492
['SUPPLY-FISCAL POLICY'], 492
['DOMINION LANDS ACT-AMENDMENT.'], 488
['CUSTOMS TARIFF AMENDMENT'], 488
['LONG TERM FARM LOANS'], 486
['MARKETING OF SURPLUS'], 486
['VISITING FORCES'], 485
['SUPPLY-PAY OF GOVERNMENT EMPLOYEES.'], 484
['X392 COMMONS'], 484
['TABLE III'], 484
['NORTH ATLANTIC TREATY'], 484
['SUPPLY-GRAND TRUNK TRANSCONTINENTAL RAILWAY.'], 483
['NOVA SCOTIA'], 482
['SUPPLY-LETTER OF MR. W. T. R.'], 480
["GOVERNOR GENERAL'S SPEECH."], 480
['ELECTIONS AND FRANCHISE'], 480
['SUBJECT MATTER OF QUESTIONS TO BE DEBATED'], 480
['Royal Assent'], 480
['SUPPLY-DISMISSAL OF JOHN J. HAYES FROM POSTAL SERVICE'], 479
['SUPPLY OF FUEL OIL AND OIL BURNERS'], 478
['FLAGS OF CANADA'], 476
